actor,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
12,-528.4066,33.926037,-22.23791,-5.4596853,-7.1752415,-14.074404,-11.473903,-13.804053,-15.267828,1.3208843,-9.375711,-4.0537634,-4.632638,-6.489691,-1.8124937,-5.102601,-2.7040985,5.44808,4.435274,7.9346747,9.589939,12.567096,7.6936407,7.964309,2.0542603,2.8189523,1.7852182,4.241529,3.4546003,0.25531393,0.45847794,0.80287224,-0.15523565,0.22951196,-0.8507588,1.6361217,1.0572001,1.7198032,-0.6619986,-0.13227281,1.6762394,1.7842517,0.38332915,-0.058041573,-0.7262258,0.15440318,0.52292216,1.7138131,-1.075861,-1.8890392,-0.9485697,1.741869,0.34726688,0.9191795,0.17438807,0.5785473,-0.28645298,0.71871537,0.7629849,1.7982324,0.18305877,-0.37763867,-0.23946409,0.8611996,0.014390341,0.3014419,-1.0045514,-0.18472075,-0.011907508,-0.4263727,-1.2267075,0.30479023,0.009771626,-0.51092273,-0.5700638,-0.09037027,-0.35679707,0.6230112,-0.2807201,0.08690356,-0.1122597,-0.11094203,-0.5037614,0.42555586,0.6930059,0.5529619,0.075366534,0.57316905,0.7093321,-0.13658407,-0.30244356,0.18435311,-0.20746705,-0.0026137072,-0.17382032,-0.04629745,-0.05532553,0.6204129,0.40789506,0.17702089,-0.34687668,-0.09175754,0.086632065,0.20221575,-0.16441748,-0.46990633,-0.28475082,0.0624756,-0.71747047,-0.11333789,-0.30535135,-0.39988542,-0.37736812,-0.1315875,-0.22573198,-0.24930544,-0.15194702,-0.29938027,-0.39668217,-0.34678164,-0.72742903,-0.38755074,-0.053708006,-0.10218683,-0.23277457,-0.11669167,-0.097103186,-0.5985317
17,-542.7193,38.76492,10.15391,9.869173,4.729287,6.490799,-2.168149,-5.41093,-5.709869,5.5095983,-2.989245,-2.4040496,2.811186,-2.4371016,0.3309199,-1.129978,-1.5850238,-2.612384,-0.5493,-1.3199183,-4.532955,1.2516388,-3.2062547,0.17780124,-0.078393064,3.7575734,3.571832,4.7603025,2.360643,4.12267,2.59088,3.103591,2.3372526,3.1905947,0.111256674,1.8350232,1.349076,1.6670805,-0.27735066,0.7100134,-0.16356859,1.634159,-0.08470338,0.14613226,-0.18292409,0.5101693,0.81541556,1.3383936,0.5200662,1.5118693,0.6559199,0.7315738,-1.0725386,0.9360927,0.04064896,1.0069215,0.3024487,1.7520138,0.32070866,0.59807235,-0.41158321,1.5400031,0.29284897,0.71840763,0.28399372,1.0618582,-0.700512,1.0085684,0.43487453,0.9862507,-0.5261466,0.6051703,0.30975732,0.7548154,-0.012969319,0.4574264,-0.7366282,-0.61351657,-0.71804506,0.3968397,-0.00079430046,0.17681853,-0.12242586,0.30469042,0.0989992,0.67300785,0.3842656,0.25709718,0.060565665,0.24819174,-0.01148912,0.012852408,-0.9214343,-0.14139472,-0.26850477,-0.13563974,-0.13745591,0.047395118,-0.67664105,0.019056244,0.540278,0.30101871,-0.29784176,0.124414936,0.05634997,0.28311625,-0.25528398,0.18302298,0.038437568,-0.0074546826,-0.099511966,-0.015972123,-0.07819464,-0.12955615,-0.4353837,-0.081995584,-0.05041669,-0.20998397,-0.004725624,0.15276523,-0.10397031,0.43749812,0.19021754,-0.1832647,0.14996913,0.14432396,0.14989068,0.03570709
03,-422.26514,48.13199,-25.85384,17.395943,-4.0667133,-11.61252,-12.881485,-19.410076,-11.219092,-8.21558,-11.281471,-4.6456475,-3.8210812,-10.012606,-7.7170615,0.5796338,-8.868449,0.003982038,-4.729112,-5.6423173,-3.9143443,-4.05449,-6.707984,-3.9413621,-6.122094,-0.74956846,-6.623016,-4.119538,-4.1817303,-2.1836712,-3.0221546,4.3134637,-3.5050814,3.552312,-0.9927815,-0.60090154,-0.4947909,2.288134,7.5805793,13.9877615,11.049071,7.7916327,0.67340976,-1.8923613,0.39810368,4.6622357,2.5175407,1.3414135,-2.882896,0.13017678,0.14224756,1.5362276,-1.7752278,-0.42995906,-1.020189,1.2633241,-0.8967573,-1.8541753,-1.759032,-0.07538879,-1.6278813,-0.36116216,-2.494903,-1.0474929,-1.5731723,0.43524206,-0.26297814,-0.35914183,-1.7565017,-0.26327655,-0.47130015,-0.73883134,-1.9820551,-1.2826971,-0.7661894,-0.13509476,-1.4738982,0.45364943,0.52975684,1.6443936,-0.30480933,0.21849386,0.698493,0.8580539,-0.8160049,0.6197422,0.63368374,0.032382693,-1.1624066,1.0614152,0.80080587,-0.30573165,-0.981976,0.4840178,-0.32494548,0.018734518,0.14300284,0.30819967,-0.31571162,0.42890775,0.0167429,-0.23198472,0.22160487,0.67110986,0.32729197,0.28230968,-0.05504359,-0.034090728,-0.042969447,-0.23072006,0.32099244,0.6487421,-0.28196082,-0.5028905,0.11378288,0.003530726,-0.19659564,0.49300787,-0.23857182,-0.4624831,0.1328221,0.4704474,0.0140778385,0.055652082,0.17960976,0.105363935,-0.18039553,-0.25715107
02,-590.73724,39.362545,-22.05271,2.475792,-23.310152,-9.047022,-1.4607579,-19.783785,-5.4194307,-4.1199565,-6.7010674,-7.9164515,-12.340068,3.8005192,-9.379796,-1.859009,-2.9220521,5.171701,9.632082,18.517092,18.465279,13.7693405,5.3324533,-9.029449,-7.1417084,-0.524889,0.76399934,2.5971782,-7.9637465,-7.551017,2.7866185,7.531498,-0.73755777,-7.566529,-6.9265323,-1.9060959,-3.6569443,-0.24463998,5.131155,13.072447,7.487175,1.9937338,-2.7090852,-0.9059177,-1.7818924,-1.4665033,-0.86071795,3.1686633,-1.6797806,-4.194182,-4.536958,1.2404525,-1.7000718,-3.637693,-1.9791517,-2.7526944,-1.1281316,4.5873027,2.3798048,0.6799847,2.3246648,5.455221,-0.9037738,0.45492002,-0.51304406,0.52842534,0.8389162,-0.16121258,-1.3000393,-1.0542407,-0.98607975,-0.30012745,0.15488486,0.128766,-1.0887794,-0.8306442,0.34037462,-0.08217375,0.10785696,1.6782297,0.18755324,0.6296779,0.36754063,0.12439065,-0.035871148,-0.53247565,0.1559744,1.3826569,-0.53644216,0.40268114,0.7620984,0.05034134,-0.33114466,0.35010406,0.8231108,0.62808484,-0.5731737,-0.08019564,-0.33914432,-0.33440197,-0.29403126,-0.42203563,0.2452262,0.42582464,-0.18018363,0.37165838,-0.34974512,-0.5065295,0.15278217,0.0408137,-0.0044425144,0.19229372,0.048907407,0.1396938,0.11316241,0.30648297,-0.75915945,-1.098404,-0.23529384,-0.28524,-0.567929,-0.8268845,-0.37969095,-0.22063236,-0.31673902,-0.5829009,-0.6443911,0.24972808
08,-582.00696,25.882185,-14.376353,0.4666587,-8.379283,-18.338497,1.59757,-22.280134,-2.3774216,-1.8829857,-3.531919,-6.0890765,-4.3786755,-0.5162366,-2.983188,-4.871639,3.6108606,12.3612585,20.41326,29.02308,20.809364,15.571934,2.7496898,0.526253,-1.3799162,5.0592494,2.448445,0.04333327,-4.4094224,-2.7518418,-1.645153,2.5815513,-0.35653678,-0.6282237,-1.0771726,1.9199914,2.2562833,2.7511322,5.093363,10.883026,9.996097,2.2624652,-2.9933825,1.1279947,-0.13963652,-0.013899047,0.2635073,3.722062,-2.7846837,-1.4995087,2.9384394,3.5836506,-3.3139095,-1.2786969,-1.4828215,-0.06288201,1.9727317,5.7986093,0.65704,0.22151673,2.1789517,-0.14954978,-1.9996268,0.47564682,-0.71658707,-0.40098706,0.40683353,-1.098857,-1.2938486,2.374964,-0.44587827,-1.2863305,-0.4788859,-0.55809855,-1.0860461,0.5590127,-0.5014659,1.5621717,0.10829076,-0.5265244,-0.27979165,1.1614629,-0.8108725,0.09923256,-0.096181914,0.14371735,0.4749549,0.040373966,-1.2650433,0.30421832,-1.1913537,-0.2886064,-0.37003008,-0.48378983,-0.6801933,-0.2355889,-1.0067625,-0.0027697338,-1.152873,-0.61862403,0.024160752,-0.5324546,-0.57801324,0.15946905,0.052680697,0.13180436,-1.1589928,-0.37222558,-0.57797635,-0.324707,0.32696724,0.056793604,0.1762865,0.1813402,-0.14202975,-0.79252875,-1.0386204,-0.1280992,-0.6336526,-0.10313944,-0.3824086,-0.37123048,-0.2383477,0.009143571,-0.068887286,-0.552042,-0.5217893,-0.33190224
06,-671.7988,43.258236,-16.622417,0.16906738,-11.17819,-18.974136,-0.8143973,-16.336338,-5.914011,1.1756866,-5.8082366,-9.188915,-11.663446,-0.45804343,-11.8594265,-7.103919,1.464269,2.5095105,8.083489,15.950767,20.154013,17.407993,5.7383094,-3.51017,-11.740279,-2.3505614,0.37033555,-1.1849911,-7.8492846,-4.722678,-0.25689068,10.357984,1.379027,-3.271487,-6.90888,0.33939314,-0.4508206,1.5074109,8.055407,16.03979,9.593891,3.1164293,-2.892477,2.1952736,1.9216893,2.9666367,2.874934,6.068998,-0.27059427,-2.4008462,-0.3727271,3.0999918,-2.770861,-2.2249331,-0.06867992,-0.8974807,0.6988461,6.5565195,2.9812727,1.4355745,2.57886,3.2870548,-1.071929,0.007456407,-2.4896119,-0.6071493,0.029169397,-0.41624308,-4.0536213,-1.7679238,0.15487728,-0.9694314,-2.022776,-0.22296493,-1.3131565,-0.013505743,-1.2641889,0.25965062,1.876419,0.95403385,-2.6253362,1.2787647,0.36667877,-0.79027843,-0.6225222,0.3731181,1.2377906,0.7358371,-0.54411626,0.14922382,-0.49417156,0.18108508,0.12998566,0.100969784,-0.0035738577,0.6704582,-0.89545125,-0.19405368,-0.17066589,-0.50286245,-0.5305213,-0.0055380072,0.19403957,0.17836267,0.62733215,0.82156515,-1.0624679,0.29774746,0.14565307,-0.41183537,-0.10547437,0.26781687,0.39205667,0.5602451,-0.2086598,-0.46613702,-0.34127873,-0.25140038,-0.3968336,-0.053209167,0.07748421,-0.058148023,-0.26552013,0.26330546,-0.34935862,-0.45053372,-0.64575446,-0.19427133
24,-583.30927,40.078575,-21.07816,6.5859776,-15.765407,-10.707993,-14.213897,-16.237617,-8.639863,-5.283865,-10.709436,-0.24861583,-5.6806417,-6.9562416,-0.8415547,-7.5482535,-4.1014924,-3.288427,-5.69658,-2.1220014,-4.82169,-3.7776732,-6.012369,-3.8125021,-4.4884434,-0.49093795,-0.43731213,6.4421697,4.523881,6.701113,2.470472,1.9493505,0.9275467,3.8169804,2.8652413,3.656578,2.3290598,1.5385315,0.84593457,2.125219,-1.0965804,-1.9297158,-2.3205514,-0.8637021,-0.4533774,-1.6822623,-3.1373665,-1.65819,-1.068567,-0.08184173,-2.004601,-1.2445656,-0.55193913,0.95784986,0.7326973,0.54608357,0.6234515,0.7968002,-0.5061377,0.6561789,0.85064876,0.8714544,-0.6456929,0.2108215,0.54492587,0.057978626,-1.0428246,0.6880914,0.8966688,-0.32231143,-1.4840426,0.39951766,0.6183506,0.23182665,-0.5350018,0.75639945,-0.06217886,-0.6891961,-0.13311155,1.3738796,0.2656164,0.2026107,-0.106956616,0.39204454,-0.033418894,-0.09381228,0.15485714,0.52491534,-0.23547204,-0.07893345,0.29683998,0.43595305,-0.49829513,-0.27941728,-0.27464077,-0.55238724,-0.2333086,0.31259125,-0.48021168,-0.294514,0.18009683,0.21608496,-0.42063767,0.17437111,0.4559807,0.36274928,0.013950293,-0.2656687,0.09100866,0.384445,-0.42851764,-0.0708553,-0.06588745,-0.32438228,-0.114414856,-0.16473274,-0.06308902,-0.11413143,-0.2761529,-0.10363253,0.061166674,-0.06109457,0.0005362847,-0.048548505,0.22396746,-0.05921856,-0.3182649,0.31786698
11,-505.55783,46.75522,-1.6399516,3.1503181,-2.4230654,-2.2284877,-2.500652,-4.3739567,-10.267551,-7.361984,-1.7911103,-3.6364384,-2.1840472,-5.588924,-1.2172475,-1.5939927,-6.5835056,0.20818329,-3.905755,0.3136552,-3.7876327,-0.30421317,-5.38871,-1.6977667,-3.0592124,-0.90179396,-4.5086956,0.5116349,-1.576643,2.7767165,2.7751052,6.959326,5.7899513,8.142021,4.839017,6.4793744,3.0146682,3.8049886,1.0150234,1.5902776,2.194458,4.145143,1.9459932,1.4353014,-0.356456,0.63123566,0.4700878,2.0263598,0.37120092,0.55337656,-1.1291189,0.56871843,-0.5144414,-0.0903205,-1.2190789,0.9430988,0.4615241,0.87204033,-0.08171337,1.00719,-0.5452496,0.6941221,-1.5981884,-0.008643419,-0.60883224,0.553275,-0.9503175,0.36061698,0.333504,0.8591472,-0.57256144,0.116855465,-0.14092049,0.04764144,-1.2547281,0.5124016,0.081395224,-0.5275941,-0.87414396,0.9392719,0.4693031,0.6446509,-0.30734396,0.13766599,0.0029097837,0.5328699,0.20170292,0.38627297,0.43658173,0.9548806,0.32974532,-0.034996454,-0.775375,0.03060554,-0.5217625,0.28900388,-0.03957413,0.15107578,0.0727921,0.50635624,0.055041987,0.4406192,0.22996068,0.41092873,0.11906868,0.45374107,0.30596557,0.78618324,-0.3424223,0.32316986,0.75417995,0.66708237,0.2729208,0.29671595,-0.24576423,0.5289331,0.699303,-0.031157622,0.1540333,0.5478887,0.11483263,-0.06726845,0.13817565,0.32105526,0.021388927,0.084443375,-0.020699974,-0.22714388
17,-438.70746,42.740883,-18.446585,13.064198,5.844322,-2.8793323,1.253091,-6.118627,-12.818413,3.195633,-4.280478,-5.834003,4.892675,-4.572225,-3.4906125,1.0350797,-4.1752224,0.21874577,-3.6689963,-1.3244015,-2.2811697,1.483578,-2.604454,-1.8987635,-1.1827742,1.9768928,-1.3481038,3.348794,-1.3892078,2.4975643,0.81419337,3.7646158,5.5365734,4.2047863,0.9479689,2.48916,3.9898875,3.8155897,2.9430182,3.9366274,2.6345828,4.627288,1.2983642,3.5245671,1.5405846,2.9075553,1.0459516,1.3490895,0.6733946,1.7329459,0.49077523,2.08135,0.29731214,1.3750451,-0.41797704,1.7091749,0.2341275,1.9585832,0.44108963,1.7622033,1.1595271,1.7577987,0.45660326,0.25616536,-0.1467154,0.81732047,-0.36800992,1.0775971,0.57118803,1.7412646,0.036541615,0.37835824,0.16816887,1.475998,0.5508803,1.2623274,0.9387235,1.2931725,0.1879554,0.22021995,0.19650865,1.2824429,0.018610768,0.57229567,0.6136718,1.0347521,-0.11326717,0.5961963,0.7346931,0.7904424,-0.053177357,0.16640484,-0.03629999,0.011756757,0.10834022,0.66320026,0.31400517,0.43567693,0.27653497,0.58350825,0.5012632,0.7684355,-0.18293889,0.68381333,0.6408885,0.3872461,-0.14916249,0.39442942,0.10041702,-0.26288977,-0.16561727,0.44263506,0.016404489,-0.3305995,0.19945149,-0.12200449,-0.18627222,0.44192255,0.5257372,0.0016680432,0.14269556,0.4284427,0.24164821,-0.05845207,0.030602194,-0.10667585,0.32158327,0.27934644
13,-642.75507,54.241375,-2.7477508,9.893187,2.6804855,5.015293,-10.037734,-7.1307917,-8.172942,-2.8396378,2.2852905,-6.4560637,3.9615893,-3.042413,-5.1233797,3.0724812,-8.17539,-0.4000954,0.6493184,-3.000559,-0.7309242,-1.0851676,-3.0968187,0.3891417,-1.6192014,0.66517967,-0.13006113,0.42471504,0.82603747,2.0996242,0.55697584,1.6997789,1.950225,2.0422502,1.219215,3.5830922,0.32648674,1.5673891,-1.7441871,1.0549424,0.93441886,3.334375,0.797435,0.9335093,-0.3505359,1.9896576,0.31906533,2.1062498,0.798299,1.5976399,1.0717002,2.077553,0.19618997,1.6921158,-0.0077425223,0.87293696,-0.22100818,1.4366864,0.87848234,2.7089589,0.80135936,2.0795267,0.71514285,1.2010101,0.84070086,1.2870734,0.37331188,0.7921322,-0.40145054,0.4479476,0.36141342,0.4981319,-0.10852866,0.7268739,-0.049126223,0.28862756,-0.49292058,0.10227456,-0.19265565,0.48931256,-0.44394544,-0.1426324,0.5362597,1.2141728,-0.005760027,0.5215396,0.42678082,0.9909787,0.38687497,0.79745626,0.055502422,0.28345513,0.35754097,0.72789115,-0.19599032,0.13609569,0.534497,0.22732364,0.49232998,0.5692022,0.12548944,0.85329854,0.72952956,0.58248824,0.55102575,0.6148296,0.45249587,0.4074127,0.16528301,0.4610657,0.47130656,0.035952657,0.4125584,0.9557767,-0.12871325,-0.0075027975,0.40760744,0.30052072,0.18680045,0.6453304,-0.031021249,0.06974149,0.3811159,0.0005507953,0.07451579,0.512833,0.035630055,0.0898261
13,-712.2953,68.96305,14.398189,10.866857,6.763539,3.8003051,0.6801289,-2.5770414,-2.4538262,0.064768486,1.121931,-0.2568469,5.691048,0.4559032,-0.13717122,2.4699006,-3.134956,1.9951168,1.2152959,-1.0199126,-1.8102823,-1.4269623,-1.6882433,0.55229896,-2.7754188,1.1359168,-1.0824846,-0.36855865,0.24310187,-0.14718401,-0.80993843,1.0969748,-0.41101366,-0.09614293,0.24652827,0.49390152,-0.79301447,-0.49140006,-2.256943,-0.96644104,-1.3164306,-0.016591882,-1.4414093,-0.3767728,-2.3935266,-0.40123343,-1.034267,0.08309732,-1.3128781,-1.0257492,-1.8683152,0.26046678,0.15689741,1.3579178,0.36919224,0.7007636,-1.5083945,-0.3753357,-0.54459983,1.418158,0.03773457,1.395815,-0.012246398,0.25893041,0.124353684,0.8569122,1.5976487,1.7020321,0.20941858,1.5489924,0.82151014,1.1531833,0.19480853,1.3054492,1.1244135,1.1860099,-0.015098117,0.86779577,-0.030730532,0.33513388,0.14168157,0.2223038,0.41941643,0.8336591,0.5502984,0.7655315,0.42733783,0.7765111,0.3686935,0.9659344,0.5380532,0.39674494,-0.1699351,0.9226917,0.19486304,-0.06774919,0.14379005,0.69158524,-0.11787082,0.30204618,0.1748583,0.3065218,0.16766688,0.19168094,0.11429759,0.22331949,0.16124852,-0.14864595,-0.20981234,0.17229304,0.11262971,0.19951424,0.26046628,0.4445943,-0.39897147,-0.2737732,0.097182944,0.072863296,0.11002298,0.17984721,-0.38937902,0.38336372,0.8710047,0.4688897,0.23529816,0.26737893,0.01754367,0.0069049457
20,-797.79865,32.446922,-6.7139907,6.684239,-4.769311,-5.8392305,-9.006455,-10.979172,-6.628823,-4.4473133,-5.28142,-9.05754,-4.236371,-1.6491475,-7.371188,-5.440933,-5.4555497,-3.2976632,-5.5111947,-5.197827,-2.6368713,-2.652163,-3.0328984,0.91882044,-0.8334182,0.45948753,1.0139511,-1.0987325,0.52718276,0.61240226,0.1157939,3.642833,2.648091,6.115074,5.7853584,7.038216,4.3862505,3.6691058,-0.19875361,1.0295445,-0.62164986,1.8028998,-0.6623631,-0.4602848,-3.1844945,-0.76279205,-1.2824721,1.0869144,-0.030479554,-0.21446659,-1.890671,-0.49802107,-0.4493165,0.8050279,-0.9464671,0.21457085,-0.25407925,0.22275539,-1.0183753,-1.0214655,-2.1254609,-0.5790098,-1.2691184,-0.5261086,-1.3537831,-0.6672868,-1.1933959,-0.14609373,-0.15600158,2.2187917,1.0729907,0.9756414,-0.240318,0.40309364,-0.55159426,-0.5041388,-0.6466404,0.57977295,0.32606968,0.4078325,-0.0009506647,0.40023473,-0.59961313,0.13210574,0.29247165,0.6147446,-0.50843257,0.18804447,0.34005392,0.4352064,-0.54003775,0.0762156,-0.22968778,-0.18788907,-0.12620589,0.5267039,0.33136463,0.38337994,0.010807098,0.13008149,0.105962,0.40027526,0.34041,0.3847233,0.102594934,0.6218611,0.16661406,0.116112694,0.15525007,0.47444162,0.21614446,0.3993835,-0.22792558,0.083889775,0.025120066,0.12125558,0.20951462,0.18343215,-0.50787395,-0.17837058,0.1197093,-0.19558,-0.15836051,0.2766566,0.095514745,0.02089217,0.043398436,-0.25738984
19,-633.555,63.59519,0.114184074,16.204432,3.9631395,2.0310705,-7.2956557,-0.34940472,-15.721052,-3.9257743,7.1640325,-8.373324,-5.180704,-0.7853977,1.8446869,-0.106935285,-3.5719976,-0.64290947,2.339954,-5.664425,-4.4928465,1.461892,-7.814308,-2.5959673,-0.6505438,-4.0947833,-3.3735163,0.1051959,-3.8068142,2.1404526,1.8217907,4.173639,2.2386715,4.398302,-0.25364906,-0.6038947,-2.2601848,5.1399274,8.552832,14.761411,11.392548,11.077112,6.065751,3.9487343,5.590259,4.7423954,4.172915,4.605596,1.3877163,1.024299,-0.022145955,2.7351189,2.1631413,1.7479538,-2.4868176,-0.72341853,0.36360484,1.6602657,-0.7429312,-1.0384858,-0.8409065,1.9265158,0.2449443,1.2800196,-1.1137655,1.0761427,-0.7001245,-0.0093676355,-1.0123804,-0.33619288,-1.5872108,-0.72889286,-1.7508765,-0.9465169,-1.1110251,0.52928346,-0.64048505,1.2301484,0.13868928,1.2777677,0.31140035,0.48283175,-0.09194657,0.3691575,-0.8539404,-0.5478847,0.010924905,0.45180386,-1.0472295,0.3847738,0.66830313,0.054760687,-0.4372589,0.17236494,0.2068227,-0.2366801,0.029144943,0.1803801,-0.8122748,0.12032853,0.58414745,0.16787067,0.1793419,0.80422044,0.273152,0.61989075,0.13571802,0.14263342,0.002879477,0.39135647,0.12809336,0.7926619,0.5040586,0.2253298,0.41132244,0.32857147,0.18440719,0.14816679,0.07111702,0.0148039255,-0.27241287,-0.06471524,-0.3253585,-0.21505274,0.042077053,0.026921047,-0.57548344,-0.058689687
22,-526.55927,25.292439,-16.74319,-2.475541,-14.746848,-14.0236845,-11.260568,-9.093654,-24.610123,-6.503888,-5.4532843,-14.869339,-6.845544,-6.6749854,-1.4239917,-5.1452775,-4.254298,12.180986,10.559765,17.428553,13.929819,15.986734,-0.54259473,2.4100115,-8.752184,-2.1337717,2.8812063,2.8464832,-7.356926,-3.9541748,-3.75951,3.738208,0.42539552,-5.0836706,-3.591197,2.3859532,0.8789221,-1.8663274,-1.801901,10.827737,10.6074095,-0.40195075,-2.8648455,0.8962279,-2.9294271,-3.1654139,0.76992637,4.2042933,-3.3525867,-2.0247593,0.724083,2.8226473,-3.2750738,0.25839016,-0.88044775,-1.3281546,-0.829491,2.5172493,1.7897141,1.3514425,1.2139449,3.1075954,-0.70066065,-0.37420216,0.58013946,0.7571421,0.30888474,1.3911101,-1.5284036,0.20984262,0.97614205,-0.7782828,-0.79667395,0.029143397,-0.9207203,-0.41070697,-0.5810815,-0.424827,0.06689056,0.47241855,-0.63007754,-0.31580853,-0.85236233,0.01864872,0.49774477,-0.11395751,-0.820405,-0.06980203,-0.5216561,-0.013144053,-0.8816826,-0.4262007,-0.392154,0.23267117,-0.35043558,0.07955934,-0.644868,-0.5171225,-0.527867,-0.29962724,-0.5660377,-0.04267445,-0.5499553,-0.09539034,-0.82093155,-0.059679393,-0.35036835,-0.42685834,-0.6270866,-0.059311748,0.055979423,-0.0023636988,-0.3393843,-0.16865242,-0.15597902,-0.36717945,-0.1949653,-0.3575487,-0.2879189,-0.43642035,-0.55132157,0.05910825,0.34564096,-0.05007986,-0.32454678,0.16706775,-0.059064973,-0.40687332
18,-587.14856,27.732378,0.060927276,-0.5442569,-6.6828747,-1.1666741,3.111727,-6.3976135,-8.255038,-5.853138,-6.296541,-3.9211464,-4.180996,-1.2772033,-4.217651,-1.7910897,-3.7761607,-2.6147146,-0.5960682,1.6300564,0.5632382,1.9875383,1.4242817,3.0945768,0.69161814,3.8997934,3.6378481,2.7249541,2.569916,2.9422898,1.5077398,2.945825,-1.7388512,0.55414385,-1.0652157,0.46945944,0.23468904,1.4161711,-1.3113182,-0.41524822,-1.759039,0.18281807,-0.450365,0.50924456,-1.6288929,-0.503496,-2.004791,0.5477344,-0.765831,1.0277076,-1.6164143,-0.74974364,-1.8414307,-0.27527705,-0.9978886,0.55696595,0.39744264,0.5340738,0.10200104,0.7698013,-0.62013733,0.4770918,0.14156924,1.0626954,-0.21205944,0.28377953,-0.39611062,0.024837537,-0.5474777,0.084975615,-0.41524282,0.33993146,-0.9499538,0.54509586,-0.088922374,0.12277185,-0.9291675,-0.12227313,-0.5723548,0.35089043,-0.40638223,0.4975373,-0.5451932,0.19114776,-0.5095816,0.10557289,-0.48108864,-0.17126778,-0.29865232,0.50938886,-0.35428256,0.3472862,-0.305065,-0.16527462,-0.53616834,-0.21786514,-0.28870225,0.22368723,0.4408161,0.7981412,0.07506057,0.12201523,0.25292885,0.3437761,0.040897455,0.5179104,-0.12154622,-0.3320183,-0.2908515,0.5620634,0.5688783,0.46848673,-0.0066830884,0.053807907,-0.40379485,-0.19973229,-0.38724715,-0.39632487,-0.11298713,-0.015809381,-0.38615072,-0.38926283,0.02920698,0.21171948,-0.34621266,-0.14410515,0.26576972,0.10363698
01,-669.9195,62.426224,0.90235656,16.833582,7.8117795,-1.8475595,-0.91065365,-7.4858384,-9.419271,-1.5074197,-2.4400961,-2.6243286,-0.14111501,-5.096405,-1.4083332,1.0472516,-4.976098,-3.1020348,-2.574693,-0.2124864,-4.9851656,-1.1165181,-2.3370655,-4.951366,-1.9474235,-0.9107227,-3.546427,0.5509279,-1.7560189,-0.21765174,-2.8030012,-0.9816641,-3.1020756,-1.8044025,-3.9783862,-1.3351364,-2.0891225,-2.706614,-2.7705097,-3.2692454,-3.6503878,-1.2013991,-3.1754375,-1.6219004,-3.5621848,-3.3512864,-3.681261,-1.1934992,-1.914497,0.51349455,0.8025014,2.191294,1.7936667,2.576936,0.47689396,1.7318718,1.2378175,1.7358538,2.1745586,2.7149274,1.9496841,1.797763,0.25202015,2.0298197,0.22008729,0.30998215,-0.10330596,1.0293056,0.5253293,0.9159501,0.15322036,0.9836393,-0.22992693,0.005156924,-0.44362128,0.34915704,-0.5157363,0.17260803,-0.14350533,-0.3955909,-0.99314433,-0.38471207,-0.031293098,0.10844125,-0.6283619,-0.35523814,-0.60412365,-0.50897217,-0.23734652,0.29301658,-0.27955115,-0.09719707,-0.88754475,-0.522837,-0.54975194,-0.3265359,-0.29675233,0.48942158,-0.13647436,0.30088547,-0.022130152,0.40270856,-0.04168843,-0.09592264,-0.13997447,-0.017265657,0.23305148,0.3795661,-0.1355479,0.23707871,0.002467865,-0.26251584,-0.27823034,-0.22298227,-0.11167713,-0.21332103,-0.44894934,0.030155716,-0.14411391,-0.37000662,-0.24883601,-0.13217813,-0.17595717,0.12177107,-0.0741186,-0.0024506638,-0.16671507,-0.30256945
